4.8958,1.3854,0,55,78,2.4479,0.69271
6.2604,1.4271,0,52,80,3.1302,0.71354
6.2917,3.3542,0,60,89,3.1458,1.6771
7.7604,3.7708,0,55,82,3.8802,1.8854
9.7188,0.72917,0,59,53,4.8594,0.36458
10.375,0.78125,0,60,82,5.1875,0.39063
11.094,0.72917,0,64,71,5.5469,0.36458
11.865,1.1042,0,65,76,5.9323,0.55208
13.365,0.77083,0,67,67,6.6823,0.38542
13.365,2.0521,0,48,97,6.6823,1.026
14.229,0.23958,0,72,94,7.1146,0.11979
15.042,2.9479,0,72,84,7.5208,1.474
16.688,0.90625,0,45,64,8.3437,0.45313
18.292,0.875,0,43,51,9.1458,0.4375
18.375,0.86458,0,71,80,9.1875,0.43229
19.167,0.9375,0,50,1,9.5833,0.46875
19.198,0.90625,0,69,78,9.599,0.45313
20.177,1.625,0,48,60,10.089,0.8125
20.229,0.78125,0,67,97,10.115,0.39063
21.042,0.88542,0,72,89,10.521,0.44271
21.917,1.8438,0,55,82,10.958,0.92188
21.927,0.75,0,64,62,10.964,0.375
22.667,1.1354,0,65,58,11.333,0.56771
23.688,1.6771,0,50,89,11.844,0.83854
23.698,0.69792,0,67,71,11.849,0.34896
24.417,0.80208,0,69,60,12.208,0.40104
25.375,1.6354,0,55,51,12.687,0.81771
25.396,0.69792,0,60,62,12.698,0.34896
26.135,0.91667,0,62,82,13.068,0.45833
26.969,1.375,0,48,69,13.484,0.6875
26.969,0.84375,0,64,80,13.484,0.42188
27.802,1.0313,0,67,94,13.901,0.51563
28.698,0.67708,0,55,44,14.349,0.33854
28.729,2.1146,0,64,84,14.365,1.0573
29.438,0.76042,0,57,67,14.719,0.38021
30.167,0.875,0,55,64,15.083,0.4375
30.979,0.66667,0,53,80,15.49,0.33333
31.698,0.75,0,52,60,15.849,0.375
32.521,0.77083,0,53,80,16.26,0.38542
33.458,1.8438,0,52,80,16.729,0.92188
33.771,3.7292,0,60,84,16.885,1.8646
35.354,4.5521,0,55,82,17.677,2.276
37.594,0.64583,0,59,92,18.797,0.32292
38.302,0.76042,0,60,78,19.151,0.38021
39.094,0.80208,0,62,82,19.547,0.40104
39.813,0.083333,0,63,50,19.906,0.041667
39.875,0.3125,0,64,60,19.938,0.15625
39.896,1.7917,0,48,22,19.948,0.89583
40.854,0.4375,0,72,94,20.427,0.21875
41.708,3.5625,0,55,92,20.854,1.7813
41.729,2.4896,0,76,100,20.865,1.2448
44.125,0.88542,0,74,89,22.063,0.44271
44.927,0.72917,0,72,80,22.464,0.36458
45.667,0.90625,0,71,80,22.833,0.45313
46.438,2.1667,0,45,39,23.219,1.0833
46.521,0.76042,0,72,82,23.26,0.38021
47.323,0.875,0,76,100,23.661,0.4375
48.146,0.89583,0,69,58,24.073,0.44792
48.927,0.91667,0,48,78,24.464,0.45833
48.99,0.95833,0,74,92,24.495,0.47917
49.896,2.5938,0,71,89,24.948,1.2969
49.917,0.64583,0,50,94,24.958,0.32292
50.844,0.17708,0,41,3,25.422,0.088542
50.844,0.875,0,43,35,25.422,0.4375
51.615,0.92708,0,47,80,25.807,0.46354
52.542,0.84375,0,48,69,26.271,0.42188
53.417,0.6875,0,49,35,26.708,0.34375
53.438,1.3125,0,70,68,26.719,0.65625
54.5,1.3229,0,54,21,27.25,0.66146
54.719,1.1458,0,69,100,27.359,0.57292
55.854,1.0104,0,50,73,27.927,0.50521
56.885,1.4583,0,52,55,28.443,0.72917
56.948,2.4688,0,74,100,28.474,1.2344
58.344,1.0938,0,54,82,29.172,0.54688
59.406,2.0208,0,67,64,29.703,1.0104
59.417,0.92708,0,55,53,29.708,0.46354
60.292,1.0313,0,57,64,30.146,0.51563
61.271,1.1042,0,53,84,30.635,0.55208
62.521,1.9479,0,50,82,31.26,0.97396
62.563,1.8333,0,67,78,31.281,0.91667
