1, 75
2, 60
3, 15
4, 180
5, 30
6, 45
7, 75
8, 75
9, 60
10, 15
11, 30
12, 180
13, 180
14, 180
15, 180
16, 15
17, 105
18, 15
19, 120
20, 165
21, 180
22, 0
23, 0
24, 180
25, 150
26, 180
27, 75
28, 15
29, 180
30, 75
31, 120
32, 15
33, 90
34, 120
35, 120
36, 180
37, 60
38, 30
39, 165
40, 30
41, 30
42, 45
43, 120
44, 180
