7.6563,2.4583,0,76,53,3.8281,1.2292
7.6563,3.1563,0,60,69,3.8281,1.5781
8.9063,1.2083,0,67,44,4.4531,0.60417
10.031,2.6146,0,74,76,5.0156,1.3073
10.063,1.4792,0,65,67,5.0313,0.73958
11.375,1.3229,0,67,58,5.6875,0.66146
12.604,2.7188,0,72,67,6.3021,1.3594
12.604,1.5104,0,64,64,6.3021,0.75521
13.906,1.5,0,67,52,6.9531,0.75
15.26,1.8021,0,60,66,7.6302,0.90104
15.313,4.1875,0,71,82,7.6563,2.0938
16.99,3.0833,0,64,55,8.4948,1.5417
20.052,3.5729,0,65,53,10.026,1.7865
20.073,3.5417,0,69,62,10.036,1.7708
23.552,3.5417,0,72,58,11.776,1.7708
23.552,3.6771,0,62,44,11.776,1.8385
28.781,2.5,0,67,28,14.391,1.25
28.792,2.0417,0,71,78,14.396,1.0208
31.469,2.5729,0,65,69,15.734,1.2865
31.531,2.625,0,74,76,15.766,1.3125
35.771,1.4167,0,64,69,17.885,0.70833
35.792,4.2396,0,72,71,17.896,2.1198
37.115,2.8333,0,65,55,18.557,1.4167
39.969,3.3854,0,67,80,19.984,1.6927
39.969,1.6146,0,64,60,19.984,0.80729
41.469,3.8021,0,62,58,20.734,1.901
45.604,1.6667,0,64,50,22.802,0.83333
45.708,1.4271,0,77,40,22.854,0.71354
47.833,3.9583,0,79,76,23.917,1.9792
47.875,2.125,0,64,41,23.938,1.0625
50,1.8854,0,67,57,25,0.94271
51.802,2.9063,0,77,66,25.901,1.4531
51.823,2.4063,0,62,53,25.911,1.2031
53.573,1.3229,0,67,17,26.786,0.66146
54.729,4.125,0,60,46,27.365,2.0625
54.76,2.6979,0,76,41,27.38,1.349
55.885,3.1354,0,67,22,27.943,1.5677
59.042,0.36458,0,62,53,29.521,0.18229
59.104,4.6979,0,72,69,29.552,2.349
59.292,1.4375,0,64,62,29.646,0.71875
60.563,3.3333,0,67,58,30.281,1.6667
63.833,1.5937,0,62,53,31.917,0.79688
63.854,2.9688,0,71,46,31.927,1.4844
65.302,3.0521,0,67,44,32.651,1.526
68.208,2.0104,0,60,55,34.104,1.0052
68.24,4.4896,0,66,41,34.12,2.2448
68.271,4.375,0,69,64,34.135,2.1875
70.125,2.4792,0,62,49,35.063,1.2396
72.625,1.8021,0,59,51,36.313,0.90104
72.646,3.125,0,67,78,36.323,1.5625
74.219,0.83333,0,60,64,37.109,0.41667
75.302,0.26042,0,59,1,37.651,0.13021
76,1.4688,0,59,64,38,0.73438
76.01,5.6563,0,67,66,38.005,2.8281
77.365,1.6458,0,62,69,38.682,0.82292
78.813,2.4271,0,55,71,39.406,1.2135
84.375,1.4063,0,65,55,42.188,0.70313
84.396,2.6979,0,74,35,42.198,1.349
85.625,1.4167,0,67,50,42.813,0.70833
86.938,2.7083,0,72,64,43.469,1.3542
86.948,1.4479,0,64,60,43.474,0.72396
88.323,1.3333,0,67,44,44.161,0.66667
89.594,4.4375,0,62,58,44.797,2.2188
89.625,6.5833,0,71,66,44.813,3.2917
91.385,1.3542,0,67,58,45.693,0.67708
92.646,4.3958,0,66,43,46.323,2.1979
93.99,3.1771,0,67,46,46.995,1.5885
97.094,4.4792,0,62,57,48.547,2.2396
97.135,4.3646,0,77,36,48.568,2.1823
98.708,2.9063,0,67,50,49.354,1.4531
101.48,2.5833,0,60,55,50.74,1.2917
101.52,3.1042,0,76,22,50.76,1.5521
102.91,1.8958,0,67,24,51.453,0.94792
104.48,3.4375,0,59,55,52.24,1.7188
104.52,5.9792,0,74,76,52.26,2.9896
105.7,1.1771,0,67,55,52.849,0.58854
106.76,4.0313,0,66,43,53.38,2.0156
108.03,2.8229,0,67,34,54.016,1.4115
111.53,4.1979,0,81,43,55.766,2.099
111.57,3.0313,0,65,57,55.786,1.5156
114.48,1.3646,0,67,42,57.24,0.68229
115.78,1.3438,0,64,40,57.891,0.67188
115.81,2.3958,0,79,11,57.906,1.1979
117.01,1.2813,0,67,30,58.505,0.64062
118.18,2.8854,0,77,78,59.089,1.4427
118.19,1.7292,0,62,47,59.094,0.86458
119.72,1.3229,0,67,60,59.859,0.66146
120.92,1.4688,0,60,50,60.458,0.73438
121.01,3.2083,0,76,71,60.505,1.6042
122.38,1.9479,0,67,29,61.188,0.97396
124.22,4.0833,0,74,51,62.109,2.0417
124.24,4,0,59,51,62.12,2
128.39,2.6667,0,67,44,64.193,1.3333
128.42,2.0104,0,77,76,64.208,1.0052
131.39,2.0938,0,60,45,65.693,1.0469
131.41,2.5104,0,76,73,65.703,1.2552
134.46,3.8229,0,61,43,67.229,1.9115
134.49,3.1771,0,79,73,67.245,1.5885
140.29,2.6979,0,77,64,70.146,1.349
140.3,3.4792,0,69,41,70.151,1.7396
140.31,6.2604,0,62,23,70.156,3.1302
143.69,2.5417,0,72,55,71.844,1.2708
146.23,2.5313,0,71,60,73.115,1.2656
146.26,3.9896,0,67,29,73.13,1.9948
148,2.1354,0,74,42,74,1.0677
150.18,3.3542,0,76,73,75.089,1.6771
150.2,3.25,0,72,46,75.099,1.625
150.23,3.9792,0,60,51,75.115,1.9896
150.23,0.3125,0,61,28,75.115,0.15625
151.86,1.5833,0,67,62,75.932,0.79167
153.38,2.5938,0,74,69,76.687,1.2969
153.44,1.375,0,65,71,76.719,0.6875
154.72,1.2083,0,67,41,77.359,0.60417
155.85,2.5208,0,72,62,77.927,1.2604
155.86,1.2604,0,64,60,77.932,0.63021
157.03,1.2604,0,67,29,78.516,0.63021
158.23,3.1771,0,71,60,79.115,1.5885
